PLACE,STATE,POP,COLPCT,MEDINC,MHMVAL,MRENT
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Kentucky,2935,0.113875598,34929,69600,494
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion city,Texas,870,0.107981221,41250,86500,880
Marion town,Louisiana,999,0.160629921,31625,75300,475
Marion town,Louisiana,999,0.160629921,31625,75300,475
Marion town,Louisiana,999,0.160629921,31625,75300,475
Marion town,Mississippi,1522,0.236004391,35870,166000,812
Marion town,Mississippi,1522,0.236004391,35870,166000,812
Marion town,Mississippi,1522,0.236004391,35870,166000,812
Marion town,Virginia,5787,0.15920398,33138,104900,554
Marion town,Virginia,5787,0.15920398,33138,104900,554
Marion town,Virginia,5787,0.15920398,33138,104900,554
Marion village,Michigan,798,0.147540984,26750,63900,505
Marionville city,Missouri,2350,0.099526066,37868,78500,776
Mariposa CDP,California,1351,0.167938931,43333,170500,739
Marissa village,Illinois,1641,0.107263514,41571,75100,768
Mark village,Illinois,544,0.13592233,66771,130400,645
Marked Tree city,Arkansas,2238,0.104298357,19881,59800,594
Markesan city,Wisconsin,1260,0.205714286,55550,111500,714
Markham city,Illinois,12600,0.149143944,38353,85900,1266
Markle town,Indiana,1399,0.171342685,49400,88000,655
Marklesburg borough,Pennsylvania,250,0.081761006,40536,168100,917
Markleville town,Indiana,474,0.126153846,61625,89800,850
Markleysburg borough,Pennsylvania,279,0.017857143,36250,91700,727
Marks city,Mississippi,1741,0.161590525,31172,65700,580
Marksboro CDP,New Jersey,146,0.263157895,77188,183300,2031
Marksville city,Louisiana,5476,0.134026258,30439,102000,714
Marland town,Oklahoma,316,0.019354839,27308,24400,656
Marlboro CDP,New York,3565,0.301467821,70000,244300,910
Marlboro CDP,New York,3565,0.301467821,70000,244300,910
Marlboro Meadows CDP,Maryland,3487,0.299518845,82738,265900,1805
Marlboro Village CDP,Maryland,9803,0.313109756,101667,257000,1913
Marlborough CDP,New Hampshire,1112,0.278869779,46136,185100,844
Marlborough city,Massachusetts,39776,0.405055788,79228,333600,1435
Marlborough village,Missouri,2457,0.394132653,42484,151800,781
Marlette city,Michigan,1874,0.119730185,30337,70300,574
Marlin CDP,Pennsylvania,438,0.202898551,43333,151300,350
Marlin city,Texas,5653,0.061074705,25241,48600,451
Marlinton town,West Virginia,1152,0.14863103,27619,63100,593
Marlow city,Oklahoma,4512,0.11489776,41170,104800,694
Marlow Heights CDP,Maryland,5869,0.13737325,60375,244400,1323
Marlton CDP,New Jersey,9990,0.406956286,76107,245300,1276
Marlton CDP,New Jersey,9990,0.406956286,76107,245300,1276
Marlton CDP,Maryland,9216,0.423016124,101121,287500,1693
Marlton CDP,Maryland,9216,0.423016124,101121,287500,1693
Marmaduke city,Arkansas,1399,0.063973064,34911,60700,657
Marmarth city,North Dakota,124,0.294871795,41250,34300,575
Marmet city,West Virginia,1440,0.151543499,39036,94400,753
Marne city,Iowa,124,0.095238095,52188,75000,836
Maroa city,Illinois,1674,0.232645403,61923,91900,592
Marquand city,Missouri,316,0.082191781,29375,63500,689
Marquette city,Michigan,20932,0.414954735,40398,178200,758
Marquette city,Michigan,20932,0.414954735,40398,178200,758
Marquette city,Michigan,20932,0.414954735,40398,178200,758
Marquette city,Iowa,405,0.152866242,45682,113100,549
Marquette city,Iowa,405,0.152866242,45682,113100,549
Marquette city,Iowa,405,0.152866242,45682,113100,549
Marquette city,Kansas,704,0.188376754,52125,84800,672
Marquette city,Kansas,704,0.188376754,52125,84800,672
Marquette city,Kansas,704,0.188376754,52125,84800,672
Marquette Heights city,Illinois,2553,0.138888889,58688,100300,1106
Marquette village,Nebraska,254,0.035087719,45000,57800,769
Marquette village,Nebraska,254,0.035087719,45000,57800,769
Marquette village,Wisconsin,172,0.057971014,48393,115000,575
Marquette village,Wisconsin,172,0.057971014,48393,115000,575
Marquez city,Texas,351,0.046082949,43194,59200,625
Marrero CDP,Louisiana,32088,0.132417382,42516,134300,907
Marriott-Slaterville city,Utah,2142,0.159125189,74438,290500,958
Marrowstone CDP,Washington,926,0.592493298,61900,453000,1161
Mars borough,Pennsylvania,1450,0.226415094,47011,166300,659
Mars Hill CDP,Maine,881,0.121495327,38317,93400,344
Mars Hill town,North Carolina,2746,0.412625096,47125,190400,710
Marseilles city,Illinois,5088,0.109281437,47583,108600,892
Marseilles village,Ohio,92,0.042857143,48125,56700,336
Marshall CDP,Virginia,2088,0.273701566,92389,318800,1369
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Minnesota,13706,0.286396474,46638,148100,672
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Michigan,7021,0.345904537,50000,116800,742
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Texas,23315,0.177129284,43783,93500,741
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Missouri,13001,0.189510143,39535,104200,647
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Arkansas,1508,0.086021505,26719,84100,567
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Alaska,299,0,29643,95000,456
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall city,Illinois,3401,0.201117318,45106,96900,664
Marshall town,Oklahoma,224,0.151315789,60781,47500,581
Marshall town,Oklahoma,224,0.151315789,60781,47500,581
Marshall town,Oklahoma,224,0.151315789,60781,47500,581
Marshall town,North Carolina,691,0.316479401,38864,182100,466
Marshall town,North Carolina,691,0.316479401,38864,182100,466
Marshall town,North Carolina,691,0.316479401,38864,182100,466
Marshall town,Indiana,235,0.084745763,58750,70000,725
Marshall town,Indiana,235,0.084745763,58750,70000,725
Marshall town,Indiana,235,0.084745763,58750,70000,725
Marshall village,Wisconsin,3965,0.154202005,59828,172500,946
Marshallton CDP,Pennsylvania,1312,0.096559378,34524,60100,547
Marshalltown city,Iowa,27275,0.184140167,50612,95900,676
Marshallville city,Georgia,1470,0.137795276,20781,68100,468
Marshallville village,Ohio,829,0.083941606,58750,101400,778
Marshfield CDP,Massachusetts,4976,0.523897626,84659,391600,1022
Marshfield city,Wisconsin,18305,0.308179991,50419,136700,668
Marshfield city,Wisconsin,18305,0.308179991,50419,136700,668
Marshfield city,Missouri,7226,0.176810307,40122,111200,587
Marshfield city,Missouri,7226,0.176810307,40122,111200,587
Marshfield Hills CDP,Massachusetts,2337,0.586642599,136944,627300,1394
Marshfield village,Vermont,288,0.41011236,59750,120400,783
Marshville town,North Carolina,2644,0.05985319,46750,103200,878
Marsing city,Idaho,1382,0.053664921,30969,112500,515
Marston city,Missouri,328,0,22500,26000,755
Mart city,Texas,1994,0.107641742,43250,66300,758
Martelle city,Iowa,236,0.162790698,50139,115300,588
Martensdale city,Iowa,498,0.121527778,56429,121100,684
Martha Lake CDP,Washington,19954,0.377826514,92073,420300,1566
Martha town,Oklahoma,133,0.064102564,24688,80700,508
Marthasville city,Missouri,1328,0.177261614,62875,139800,817
Martin city,Kentucky,517,0.110410095,24375,59300,448
Martin city,Kentucky,517,0.110410095,24375,59300,448
Martin city,Kentucky,517,0.110410095,24375,59300,448
Martin city,Kentucky,517,0.110410095,24375,59300,448
Martin city,South Dakota,970,0.216528926,45250,70300,671
Martin city,South Dakota,970,0.216528926,45250,70300,671
Martin city,South Dakota,970,0.216528926,45250,70300,671
Martin city,South Dakota,970,0.216528926,45250,70300,671
Martin city,Tennessee,10721,0.331403204,32662,129500,631
Martin city,Tennessee,10721,0.331403204,32662,129500,631
Martin city,Tennessee,10721,0.331403204,32662,129500,631
Martin city,Tennessee,10721,0.331403204,32662,129500,631
Martin Lake CDP,Minnesota,878,0.175911252,68900,212800,672
Martin town,Georgia,546,0.241545894,43412,66600,940
Martin village,Michigan,448,0.226973684,46406,113400,625
Martin village,Michigan,448,0.226973684,46406,113400,625
Martin's Additions village,Maryland,983,0.864122137,250001,1153700,3417
Martindale city,Texas,1012,0.22875817,55893,170900,775
Martinez CDP,Georgia,36068,0.353650261,68743,159900,1032
Martinez city,California,38117,0.404264674,102966,557700,1678
Martins Ferry city,Ohio,6703,0.146278702,39846,74500,610
Martinsburg borough,Pennsylvania,1756,0.220437956,45063,133700,769
Martinsburg city,West Virginia,17497,0.189227249,41649,150500,953
Martinsburg city,West Virginia,17497,0.189227249,41649,150500,953
Martinsburg town,Missouri,306,0.19047619,41042,102900,393
Martinsburg village,Ohio,277,0.041916168,43393,75000,761
Martinsburg village,Ohio,277,0.041916168,43393,75000,761
Martinsville CDP,New Jersey,11541,0.632517263,145167,545900,1531
Martinsville city,Virginia,13101,0.212863024,33224,86800,671
Martinsville city,Virginia,13101,0.212863024,33224,86800,671
Martinsville city,Virginia,13101,0.212863024,33224,86800,671
Martinsville city,Illinois,1289,0.163804491,46354,69600,589
Martinsville city,Illinois,1289,0.163804491,46354,69600,589
Martinsville city,Illinois,1289,0.163804491,46354,69600,589
Martinsville city,Indiana,11646,0.100737101,46635,97400,725
Martinsville city,Indiana,11646,0.100737101,46635,97400,725
Martinsville city,Indiana,11646,0.100737101,46635,97400,725
Martinsville village,Ohio,492,0.043478261,49821,87100,853
Martinton village,Illinois,356,0.085972851,57500,85900,827
Marumsco CDP,Virginia,40741,0.262955182,67148,255500,1598
Marvell city,Arkansas,1383,0.145555556,25568,49100,585
Marvin village,North Carolina,6298,0.742208857,178194,661300,3295
Mary Esther city,Florida,4251,0.284662184,56866,170300,1055
Marydel town,Maryland,337,0.071111111,60250,127100,1357
Maryland City CDP,Maryland,17736,0.433726756,103179,309200,1839
Maryland Heights city,Missouri,27128,0.446533791,63594,156900,1004
Marysville borough,Pennsylvania,2543,0.190144617,56591,141800,899
Marysville city,Ohio,23509,0.298651743,70793,184500,951
Marysville city,Ohio,23509,0.298651743,70793,184500,951
Marysville city,Ohio,23509,0.298651743,70793,184500,951
Marysville city,Ohio,23509,0.298651743,70793,184500,951
Marysville city,Ohio,23509,0.298651743,70793,184500,951
Marysville city,Ohio,23509,0.298651743,70793,184500,951
Marysville city,Kansas,3289,0.204595669,43935,97500,580
Marysville city,Kansas,3289,0.204595669,43935,97500,580
Marysville city,Kansas,3289,0.204595669,43935,97500,580
Marysville city,Kansas,3289,0.204595669,43935,97500,580
Marysville city,Kansas,3289,0.204595669,43935,97500,580
Marysville city,Kansas,3289,0.204595669,43935,97500,580
Marysville city,Washington,67567,0.200192644,76372,293900,1349
Marysville city,Washington,67567,0.200192644,76372,293900,1349
Marysville city,Washington,67567,0.200192644,76372,293900,1349
Marysville city,Washington,67567,0.200192644,76372,293900,1349
Marysville city,Washington,67567,0.200192644,76372,293900,1349
Marysville city,Washington,67567,0.200192644,76372,293900,1349
Marysville city,Michigan,9739,0.257952574,63102,129400,812
Marysville city,Michigan,9739,0.257952574,63102,129400,812
Marysville city,Michigan,9739,0.257952574,63102,129400,812
Marysville city,Michigan,9739,0.257952574,63102,129400,812
Marysville city,Michigan,9739,0.257952574,63102,129400,812
Marysville city,Michigan,9739,0.257952574,63102,129400,812
Marysville city,California,12282,0.144884531,47448,170400,916
Marysville city,California,12282,0.144884531,47448,170400,916
Marysville city,California,12282,0.144884531,47448,170400,916
Marysville city,California,12282,0.144884531,47448,170400,916
Marysville city,California,12282,0.144884531,47448,170400,916
Marysville city,California,12282,0.144884531,47448,170400,916
Maryville city,Missouri,11771,0.386101117,34308,134000,646
Maryville city,Missouri,11771,0.386101117,34308,134000,646
Maryville city,Tennessee,28520,0.363953052,59407,198500,826
Maryville city,Tennessee,28520,0.363953052,59407,198500,826
Maryville village,Illinois,7955,0.410213618,70625,197000,966
Masaryktown CDP,Florida,951,0.136507937,33155,78400,724
Mascot CDP,Tennessee,2361,0.09122085,41071,118300,733
Mascotte city,Florida,5552,0.06430338,44458,124300,1001
Mascoutah city,Illinois,8007,0.329894862,78191,159300,980
Mashantucket CDP,Connecticut,216,0.26119403,101667,269400,1375
Mashpee Neck CDP,Massachusetts,988,0.491097923,85781,358400,1724
Mason city,Ohio,32749,0.594481682,96511,249000,1200
Mason city,Ohio,32749,0.594481682,96511,249000,1200
Mason city,Ohio,32749,0.594481682,96511,249000,1200
Mason city,Texas,2109,0.18716164,29880,123700,800
Mason city,Texas,2109,0.18716164,29880,123700,800
Mason city,Texas,2109,0.18716164,29880,123700,800
Mason city,Michigan,8447,0.314423242,60661,124800,972
Mason city,Michigan,8447,0.314423242,60661,124800,972
Mason city,Michigan,8447,0.314423242,60661,124800,972
Mason City city,Illinois,2364,0.12590799,38563,76000,586
Mason City city,Illinois,2364,0.12590799,38563,76000,586
Mason City city,Iowa,27309,0.209348739,49656,110200,708
Mason City city,Iowa,27309,0.209348739,49656,110200,708
Mason City village,Nebraska,198,0.248275862,35833,47100,581
Mason Neck CDP,Virginia,1969,0.528694405,137931,664000,1215
Mason town,Tennessee,1123,0.105624143,36313,84400,742
Mason town,Tennessee,1123,0.105624143,36313,84400,742
Mason town,Tennessee,1123,0.105624143,36313,84400,742
Mason town,Illinois,302,0.036363636,39091,60800,325
Mason town,Illinois,302,0.036363636,39091,60800,325
Mason town,Illinois,302,0.036363636,39091,60800,325
Mason town,West Virginia,920,0.113530327,26779,68200,459
Mason town,West Virginia,920,0.113530327,26779,68200,459
Mason town,West Virginia,920,0.113530327,26779,68200,459
Mason village,Wisconsin,102,0.083333333,39583,62500,850
Masontown borough,Pennsylvania,3358,0.123070505,31997,84100,661
Masontown town,West Virginia,618,0.137209302,43333,94600,675
Masonville city,Iowa,113,0.028169014,46563,70000,425
Massac CDP,Kentucky,4888,0.326001313,50179,177800,793
Massanetta Springs CDP,Virginia,5517,0.576913611,88158,382600,1221
Massanutten CDP,Virginia,2472,0.534996957,79073,249300,1215
Massapequa CDP,New York,21861,0.463428944,123935,510200,1824
Massapequa Park village,New York,17120,0.440543506,125206,460800,2288
Massena city,Iowa,310,0.208144796,37500,74400,504
Massena village,New York,10090,0.260753067,43821,78200,718
Massillon city,Ohio,32366,0.167567073,46311,98100,679
Mastic Beach CDP,New York,11953,0.168024691,66190,212200,1791
Mastic CDP,New York,14678,0.156112092,79842,240200,1985
Masury CDP,Ohio,1893,0.188385269,52938,76200,712
Matador town,Texas,805,0.144308943,39792,52700,630
Matamoras borough,Pennsylvania,2250,0.25440806,68929,172700,1204
Matamoras village,Ohio,699,0.109433962,33036,81800,389
Matawan borough,New Jersey,8826,0.441560485,94375,339200,1450
Matewan town,West Virginia,467,0.06684492,14375,68300,245
Matheny CDP,California,1134,0.013793103,36786,88900,860
Matheny CDP,California,1134,0.013793103,36786,88900,860
Mather CDP,California,4408,0.390961999,86776,336500,1451
Mather CDP,California,4408,0.390961999,86776,336500,1451
Matherville village,Illinois,923,0.081936685,59750,104200,425
Mathews CDP,Louisiana,2649,0.125520523,49833,170200,860
Mathews CDP,Louisiana,2649,0.125520523,49833,170200,860
Mathis city,Texas,4899,0.036123654,35125,52500,705
Mathiston town,Mississippi,562,0.288659794,48750,87200,495
Matinecock village,New York,897,0.809872029,175662,2000001,1750
Matlacha CDP,Florida,620,0.413333333,57788,307600,992
Matoaca CDP,Virginia,2517,0.181761006,60452,145400,1097
Matoaka town,West Virginia,188,0.007407407,44500,53800,680
Mattapoisett Center CDP,Massachusetts,3594,0.498669707,95694,469200,1049
Mattawa city,Washington,4567,0.035467526,53750,102900,804
Mattawan village,Michigan,2333,0.184804928,47197,107300,873
Mattawana CDP,Pennsylvania,541,0.060052219,55417,107600,553
Matteson village,Illinois,19336,0.367844365,81692,162700,1238
Matthews city,Missouri,726,0.059925094,29063,74300,496
Matthews town,Indiana,664,0.043032787,39554,63900,544
Matthews town,Indiana,664,0.043032787,39554,63900,544
Matthews town,North Carolina,31400,0.538212051,78971,249200,1205
Matthews town,North Carolina,31400,0.538212051,78971,249200,1205
Mattituck CDP,New York,4704,0.435255713,93611,575100,1321
Mattoon city,Illinois,17597,0.181211922,39303,85300,637
Mattoon village,Wisconsin,443,0.039285714,40000,62700,663
Mattydale CDP,New York,6102,0.135660848,47672,85800,950
Maud city,Texas,1096,0.18370607,56458,75400,725
Maud city,Texas,1096,0.18370607,56458,75400,725
Maud city,Oklahoma,1143,0.133627019,44531,48500,461
Maud city,Oklahoma,1143,0.133627019,44531,48500,461
Maugansville CDP,Maryland,3122,0.207968902,61426,202000,954
Mauldin city,South Carolina,25009,0.344476245,65737,157400,975
Maumee city,Ohio,13857,0.356614708,70288,140900,790
Maumelle city,Arkansas,18053,0.478373296,87295,221600,916
Maunabo zona urbana,Puerto Rico,1788,0.228430567,26591,99600,406
Maunaloa CDP,Hawaii,365,0.067357513,21250,233300,750
Maunawili CDP,Hawaii,2023,0.625,135000,1020600,1850
Maupin city,Oregon,535,0.151658768,47625,162500,822
Maurertown CDP,Virginia,995,0.138028169,59242,188100,872
Maurice city,Iowa,337,0.118483412,61250,132000,975
Maurice village,Louisiana,1424,0.198076923,65156,206100,857
Mauriceville CDP,Texas,3121,0.133575647,63982,109800,882
Maury City town,Tennessee,873,0.054054054,40323,79800,753
Mauston city,Wisconsin,4375,0.149855908,45833,98300,800
Max city,North Dakota,355,0.177777778,52500,103100,99
Maxbass city,North Dakota,106,0.145833333,65417,80000,894
Maxton town,North Carolina,2494,0.07020649,25083,81200,463
Maxville CDP,Montana,214,0.235294118,67974,327800,523
Maxwell CDP,California,1096,0.07565337,64605,168800,891
Maxwell city,Iowa,832,0.210338681,72143,123000,638
Maxwell village,Nebraska,245,0.04519774,57500,72700,675
Maxwell village,Nebraska,245,0.04519774,57500,72700,675
Maxwell village,New Mexico,259,0.219354839,31250,55000,463
Maxwell village,New Mexico,259,0.219354839,31250,55000,463
Mayagüez zona urbana,Puerto Rico,62579,0.268959545,13330,104000,415
Maybee village,Michigan,667,0.203931204,69167,149000,871
Maybrook village,New York,3368,0.251689189,59792,175600,1116
Mayer city,Minnesota,1990,0.37018837,95129,222400,1083
Mayesville town,South Carolina,523,0.244215938,41750,81100,675
Mayetta city,Kansas,301,0.086021505,41000,68900,835
Mayfair CDP,California,5091,0.075928918,46518,135300,1024
Mayfield borough,Pennsylvania,1753,0.21745908,59669,142600,732
Mayfield city,Kentucky,9940,0.166512631,30084,91300,628
Mayfield city,Kentucky,9940,0.166512631,30084,91300,628
Mayfield Heights city,Ohio,18766,0.40627485,53373,144800,922
Mayfield town,Utah,368,0.229166667,50000,161500,968
Mayfield village,Ohio,3397,0.473990683,76792,240800,1161
Mayfield village,Ohio,3397,0.473990683,76792,240800,1161
Mayfield village,New York,795,0.217550274,59803,111900,755
Mayfield village,New York,795,0.217550274,59803,111900,755
Mayflower city,Arkansas,1949,0.171724648,49493,119400,746
Mayflower Village CDP,California,5822,0.393003619,95197,601000,1516
Maynard CDP,Massachusetts,10600,0.523900574,101324,340500,1157
Maynard city,Iowa,542,0.233236152,44000,77400,538
Maynard city,Iowa,542,0.233236152,44000,77400,538
Maynard city,Minnesota,414,0.084210526,44250,47400,606
Maynard city,Minnesota,414,0.084210526,44250,47400,606
Maynard town,Arkansas,491,0.059405941,28750,82500,429
Maynardville city,Tennessee,2724,0.080843585,35987,99900,619
Mayo CDP,Maryland,8171,0.414944356,121657,445500,1799
Mayo CDP,Maryland,8171,0.414944356,121657,445500,1799
Mayo town,Florida,988,0.061889251,22321,47700,432
Mayodan town,North Carolina,2754,0.123142251,29079,87700,568
Maypearl city,Texas,781,0.071428571,67794,134900,942
Mays Chapel CDP,Maryland,12303,0.69322755,103656,384600,1609
Mays Landing CDP,New Jersey,2408,0.309265945,68500,174000,1502
Maysville city,Iowa,179,0.192857143,66875,137500,685
Maysville city,Iowa,179,0.192857143,66875,137500,685
Maysville city,Iowa,179,0.192857143,66875,137500,685
Maysville city,Kentucky,8797,0.182040816,29274,119300,571
Maysville city,Kentucky,8797,0.182040816,29274,119300,571
Maysville city,Kentucky,8797,0.182040816,29274,119300,571
Maysville city,Missouri,1151,0.155844156,46458,90800,507
Maysville city,Missouri,1151,0.155844156,46458,90800,507
Maysville city,Missouri,1151,0.155844156,46458,90800,507
Maysville town,North Carolina,1038,0.132208158,47404,109500,993
Maysville town,North Carolina,1038,0.132208158,47404,109500,993
Maysville town,North Carolina,1038,0.132208158,47404,109500,993
Maysville town,Georgia,2307,0.08988016,43950,128100,945
Maysville town,Georgia,2307,0.08988016,43950,128100,945
Maysville town,Georgia,2307,0.08988016,43950,128100,945
Maysville town,Oklahoma,1196,0.075136612,36923,67000,604
Maysville town,Oklahoma,1196,0.075136612,36923,67000,604
Maysville town,Oklahoma,1196,0.075136612,36923,67000,604
Maytown CDP,Pennsylvania,3815,0.295404814,75404,183500,1074
Maytown CDP,Pennsylvania,3815,0.295404814,75404,183500,1074
Maytown town,Alabama,328,0.0969163,52083,87800,925
Mayview city,Missouri,269,0.041025641,40000,43000,685
Mayville city,Wisconsin,4921,0.157066508,46550,132400,698
Mayville city,Wisconsin,4921,0.157066508,46550,132400,698
Mayville city,North Dakota,1813,0.352272727,45682,110800,649
Mayville city,North Dakota,1813,0.352272727,45682,110800,649
Mayville village,New York,1412,0.223517979,53000,111600,517
Mayville village,New York,1412,0.223517979,53000,111600,517
Mayville village,Michigan,920,0.110778443,33400,68600,611
Mayville village,Michigan,920,0.110778443,33400,68600,611
Maywood borough,New Jersey,9654,0.368101705,88143,380500,1460
Maywood city,California,27542,0.051980198,39738,375600,1027
Maywood Park city,Oregon,998,0.42837274,91667,340400,1536
Maywood village,Illinois,23810,0.136575107,48600,146300,966
Maywood village,Illinois,23810,0.136575107,48600,146300,966
Maywood village,Nebraska,348,0.130612245,51339,71900,613
Maywood village,Nebraska,348,0.130612245,51339,71900,613
Mazeppa city,Minnesota,850,0.210622711,70987,136700,675
Mazomanie village,Wisconsin,1820,0.274698795,65125,186200,801
Mazon village,Illinois,1002,0.157012195,61875,151800,940
McAdenville town,North Carolina,717,0.368821293,67250,239000,925
McAdoo borough,Pennsylvania,2380,0.076823757,34727,67500,739
McAlester city,Oklahoma,18095,0.162777644,42947,102200,726
McAlisterville CDP,Pennsylvania,1068,0.361702128,66518,136900,873
McAllen city,Texas,141597,0.303768329,47279,123900,767
McAlmont CDP,Arkansas,2017,0.139866794,33325,88300,742
McArthur village,Ohio,1522,0.179916318,33011,105400,574
McBain city,Michigan,583,0.119469027,35909,96200,299
McBee town,South Carolina,1002,0.060100167,31932,66400,672
McBride village,Michigan,193,0.073170732,35000,49700,740
McCall city,Idaho,3226,0.417521705,42112,276100,684
McCallsburg city,Iowa,378,0.127753304,63000,110000,913
McCamey city,Texas,2184,0.086583463,43500,56800,779
McCammon city,Idaho,731,0.221095335,61923,150600,717
McCausland city,Iowa,309,0.306976744,78977,136900,645
McCaysville city,Georgia,1353,0.120582121,28868,98900,387
McCleary city,Washington,2075,0.136789057,49688,154800,1066
McClelland city,Iowa,191,0.18852459,78438,153600,913
McClellanville town,South Carolina,545,0.488888889,69125,324100,1469
McCloud CDP,California,1072,0.124697337,39083,168400,844
McClure borough,Pennsylvania,1278,0.121699196,49113,89600,702
McClure village,Ohio,644,0.080178174,41583,70800,659
McClure village,Ohio,644,0.080178174,41583,70800,659
McClure village,Illinois,348,0.027272727,37857,45000,614
McClure village,Illinois,348,0.027272727,37857,45000,614
McColl town,South Carolina,1981,0.048117155,25521,54900,453
McComb city,Mississippi,12723,0.117759877,26982,87600,655
McComb village,Ohio,1711,0.13239188,52151,114400,724
McConnells town,South Carolina,263,0.327683616,66250,178600,625
McConnellsburg borough,Pennsylvania,1104,0.194331984,34083,126500,709
McConnellstown CDP,Pennsylvania,1501,0.298212606,62750,151200,775
McConnelsville village,Ohio,1910,0.127659574,30804,89100,611
McCook city,Nebraska,7580,0.194147326,44473,99800,611
McCook village,Illinois,261,0.181818182,75833,267500,1058
McCool Junction village,Nebraska,405,0.156,61250,111500,735
McCoole CDP,Maryland,700,0.032193159,42031,80200,665
McCord Bend village,Missouri,391,0.01369863,26563,27500,621
McCord CDP,Oklahoma,1570,0.107238606,61944,117600,550
McCordsville town,Indiana,6523,0.607277883,97100,223400,1213
McCormick town,South Carolina,2654,0.087155963,28889,74900,448
McCrory city,Arkansas,1511,0.118222222,29979,73200,538
McCullom Lake village,Illinois,1148,0.080321285,63068,122500,1335
McCune city,Kansas,396,0.179104478,43750,38000,456
McCurtain town,Oklahoma,449,0.074074074,30938,67900,594
McCutchenville CDP,Ohio,281,0.086330935,48051,89800,747
McDade CDP,Texas,748,0.125301205,65625,152400,783
McDonald borough,Pennsylvania,2135,0.200772201,43673,114200,784
McDonald Chapel CDP,Alabama,633,0.075794621,23929,53800,771
McDonald city,Kansas,184,0.11627907,33750,48800,775
McDonald village,Ohio,3116,0.201605709,48203,90000,711
McDonough city,Georgia,24102,0.272769089,56966,152800,1088
McElhattan CDP,Pennsylvania,550,0.066339066,47917,92500,1125
McEwen city,Tennessee,1615,0.099758648,50758,86500,656
McEwensville borough,Pennsylvania,375,0.125490196,56932,112500,675
