PLACE,STATE,POP,COLPCT,MEDINC,MHMVAL,MRENT
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Michigan,2156,0.176296296,54444,95200,757
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Florida,6925,0.128,32033,84600,658
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Oklahoma,4994,0.222561908,51654,82400,742
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Missouri,690,0.124752475,35982,97100,488
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Utah,4828,0.369664634,89625,253400,797
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry city,Kansas,894,0.138842975,43077,117800,635
Perry Hall CDP,Maryland,28129,0.426063304,86244,261000,1385
Perry Heights CDP,Ohio,8581,0.133714286,47386,101000,689
Perry town,Arkansas,283,0.044198895,47083,70500,858
Perry town,Arkansas,283,0.044198895,47083,70500,858
Perry town,South Carolina,197,0.090909091,14911,90000,575
Perry town,South Carolina,197,0.090909091,14911,90000,575
Perry village,Ohio,1646,0.207349081,70833,166600,590
Perry village,Ohio,1646,0.207349081,70833,166600,590
Perry village,Ohio,1646,0.207349081,70833,166600,590
Perry village,Illinois,297,0.096491228,30833,52800,347
Perry village,Illinois,297,0.096491228,30833,52800,347
Perry village,Illinois,297,0.096491228,30833,52800,347
Perry village,New York,3594,0.179655455,50347,83500,716
Perry village,New York,3594,0.179655455,50347,83500,716
Perry village,New York,3594,0.179655455,50347,83500,716
Perryman CDP,Maryland,2712,0.149973503,53828,197800,739
Perryopolis borough,Pennsylvania,1880,0.220028209,60089,133100,599
Perrysburg CDP,New York,395,0.14084507,53125,102600,667
Perrysburg city,Ohio,21430,0.541557366,91281,216600,988
Perrysville town,Indiana,440,0.053380783,42625,72900,704
Perrysville village,Ohio,758,0.076109937,38125,83800,506
Perryton city,Texas,9167,0.132973777,48002,97400,759
Perrytown town,Arkansas,434,0.06,40536,83300,714
Perryville city,Missouri,8403,0.169115075,42439,123000,665
Perryville city,Missouri,8403,0.169115075,42439,123000,665
Perryville city,Missouri,8403,0.169115075,42439,123000,665
Perryville city,Arkansas,1685,0.108286252,44792,95500,633
Perryville city,Arkansas,1685,0.108286252,44792,95500,633
Perryville city,Arkansas,1685,0.108286252,44792,95500,633
Perryville city,Kentucky,1009,0.129271917,41445,88400,721
Perryville city,Kentucky,1009,0.129271917,41445,88400,721
Perryville city,Kentucky,1009,0.129271917,41445,88400,721
Perryville town,Maryland,4395,0.301475305,67679,230200,964
Persia city,Iowa,301,0.126984127,52500,81900,809
Perth Amboy city,New Jersey,51832,0.144544607,53011,255100,1304
Peru CDP,New York,1512,0.399326032,63889,143900,746
Peru city,Illinois,9864,0.22246696,49018,120600,721
Peru city,Illinois,9864,0.22246696,49018,120600,721
Peru city,Illinois,9864,0.22246696,49018,120600,721
Peru city,Illinois,9864,0.22246696,49018,120600,721
Peru city,Indiana,11460,0.104981969,34992,61800,660
Peru city,Indiana,11460,0.104981969,34992,61800,660
Peru city,Indiana,11460,0.104981969,34992,61800,660
Peru city,Indiana,11460,0.104981969,34992,61800,660
Peru city,Nebraska,898,0.334448161,50357,62100,528
Peru city,Nebraska,898,0.334448161,50357,62100,528
Peru city,Nebraska,898,0.334448161,50357,62100,528
Peru city,Nebraska,898,0.334448161,50357,62100,528
Pescadero CDP,California,226,0.344827586,94489,809500,3058
Peshtigo city,Wisconsin,3383,0.176470588,48667,103600,666
Pesotum village,Illinois,501,0.221925134,71719,112100,688
Petal city,Mississippi,10669,0.280385262,58539,142000,864
Petaluma city,California,60635,0.397524741,87708,600900,1762
Peterborough CDP,New Hampshire,2846,0.582463466,77235,240700,997
Petersburg borough,Pennsylvania,458,0.038575668,40000,82100,746
Petersburg CDP,Alaska,3106,0.269440317,69514,221000,950
Petersburg CDP,Alaska,3106,0.269440317,69514,221000,950
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,West Virginia,2520,0.185529716,30350,128300,618
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,Michigan,1194,0.158567775,54800,125200,754
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,North Dakota,168,0.274336283,56250,83600,480
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Texas,1039,0.146131805,44904,58900,628
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Indiana,2472,0.11884058,46563,76400,532
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Virginia,31827,0.18015891,36135,108200,912
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg city,Illinois,2346,0.184952978,46306,95100,620
Petersburg town,Tennessee,713,0.009174312,41597,65000,632
Petersburg village,Nebraska,385,0.119230769,41500,59600,616
Petersham CDP,Massachusetts,249,0.43,57813,309100,1214
Peterson city,Minnesota,200,0.188311688,51250,105800,663
Peterson city,Minnesota,200,0.188311688,51250,105800,663
Peterson city,Iowa,368,0.192,43750,54300,496
Peterson city,Iowa,368,0.192,43750,54300,496
Peterstown town,West Virginia,654,0.163507109,44375,118100,714
Petoskey city,Michigan,5707,0.38850255,40903,178400,647
Petrolia borough,Pennsylvania,174,0.066115702,40179,66900,717
Petrolia city,Texas,720,0.040935673,36458,55700,398
Pettisville CDP,Ohio,455,0.256849315,62188,126400,597
Pettit CDP,Oklahoma,829,0.453211009,56607,119500,736
Pevely city,Missouri,5784,0.121614151,57897,126100,697
Pewamo village,Michigan,469,0.122641509,54318,116800,618
Pewaukee city,Wisconsin,14299,0.532928263,98743,295900,1317
Pewaukee village,Wisconsin,8207,0.355805864,59203,197900,979
Pewee Valley city,Kentucky,1568,0.477396022,117083,356800,1264
Pflugerville city,Texas,59757,0.367275193,88232,219500,1402
Pharr city,Texas,77835,0.150240553,39372,77600,750
Phelan CDP,California,15532,0.098707162,55766,207800,1129
Phelps village,New York,1737,0.199511401,54559,110000,718
Phenix City city,Alabama,36641,0.19735833,40218,126200,825
Phenix town,Virginia,228,0.121794872,37292,73100,740
Phil Campbell town,Alabama,1513,0.125890736,26477,70600,518
Philadelphia city,Pennsylvania,1575522,0.285758066,43744,156800,1007
Philadelphia city,Pennsylvania,1575522,0.285758066,43744,156800,1007
Philadelphia city,Pennsylvania,1575522,0.285758066,43744,156800,1007
Philadelphia city,Tennessee,986,0.074303406,41875,89400,685
Philadelphia city,Tennessee,986,0.074303406,41875,89400,685
Philadelphia city,Tennessee,986,0.074303406,41875,89400,685
Philadelphia city,Mississippi,7284,0.189302223,34496,79900,740
Philadelphia city,Mississippi,7284,0.189302223,34496,79900,740
Philadelphia city,Mississippi,7284,0.189302223,34496,79900,740
Philadelphia village,New York,1115,0.188489209,33190,132400,671
Philip city,South Dakota,840,0.183279743,35639,80700,657
Philippi city,West Virginia,3409,0.23019802,25230,98300,536
Philipsburg borough,Pennsylvania,2731,0.200963855,38278,105800,625
Philipsburg town,Montana,630,0.242825607,42500,130800,719
Phillips city,Wisconsin,1437,0.169,39545,80400,678
Phillips town,Oklahoma,143,0.041666667,32500,69400,694
Phillips village,Nebraska,317,0.021929825,45000,81800,700
Phillipsburg CDP,Georgia,922,0,20676,85700,572
Phillipsburg city,Kansas,2655,0.166189112,47075,82300,650
Phillipsburg town,New Jersey,14415,0.181827484,53514,135300,958
Phillipsburg village,Ohio,445,0.133779264,44545,78600,825
Phillipsburg village,Ohio,445,0.133779264,44545,78600,825
Phillipsburg village,Missouri,164,0.015503876,33542,66700,689
Phillipsburg village,Missouri,164,0.015503876,33542,66700,689
Philmont village,New York,1165,0.3075,39914,153100,850
Philo CDP,California,201,0.062992126,36625,363900,784
Philo village,Illinois,1500,0.313861386,79214,149800,786
Philo village,Illinois,1500,0.313861386,79214,149800,786
Philo village,Ohio,1148,0.092476489,53942,79500,707
Philo village,Ohio,1148,0.092476489,53942,79500,707
Philomath city,Oregon,4702,0.374091627,59880,229900,827
Phippsburg CDP,Colorado,225,0.263959391,63594,177300,1109
Phoenicia CDP,New York,249,0.455696203,35972,249600,1085
Phoenix city,Oregon,4536,0.203044227,34318,173800,727
Phoenix city,Oregon,4536,0.203044227,34318,173800,727
Phoenix city,Arizona,1610071,0.281728255,54765,217400,999
Phoenix city,Arizona,1610071,0.281728255,54765,217400,999
Phoenix Lake CDP,California,4283,0.247654784,74704,362900,1446
Phoenix village,New York,2440,0.145933014,42660,89100,722
Phoenix village,New York,2440,0.145933014,42660,89100,722
Phoenix village,Illinois,2020,0.13125,36080,73000,927
Phoenix village,Illinois,2020,0.13125,36080,73000,927
Phoenixville borough,Pennsylvania,16815,0.420851664,70560,230500,1193
Piñon Hills CDP,California,7592,0.160825155,48302,222300,1089
Picacho CDP,Arizona,401,0.027118644,39464,56300,858
Picayune city,Mississippi,11140,0.174241365,33451,117000,762
Pick City city,North Dakota,131,0.074074074,39375,150800,1321
Pickens city,South Carolina,3153,0.122242647,35962,119600,741
Pickens town,Mississippi,883,0.239852399,21683,61900,658
Pickering town,Missouri,119,0.21875,38906,55000,617
Pickerington city,Ohio,20148,0.437681843,92783,204100,1148
Pickrell village,Nebraska,227,0.161490683,81786,107000,728
Pickstown town,South Dakota,225,0.303571429,64750,198400,640
Picnic Point CDP,Washington,8976,0.377206566,99901,436300,1709
Pico Rivera city,California,63432,0.126734461,65666,415100,1304
Picture Rocks borough,Pennsylvania,748,0.251439539,54625,152700,843
Picture Rocks CDP,Arizona,9452,0.17809466,52818,118600,957
Piedmont CDP,South Carolina,6401,0.13172043,48877,103500,887
Piedmont city,Oklahoma,7424,0.440008726,97733,225900,1101
Piedmont city,Oklahoma,7424,0.440008726,97733,225900,1101
Piedmont city,Oklahoma,7424,0.440008726,97733,225900,1101
Piedmont city,Oklahoma,7424,0.440008726,97733,225900,1101
Piedmont city,Oklahoma,7424,0.440008726,97733,225900,1101
Piedmont city,California,11308,0.829463266,210889,1844000,3161
Piedmont city,California,11308,0.829463266,210889,1844000,3161
Piedmont city,California,11308,0.829463266,210889,1844000,3161
Piedmont city,California,11308,0.829463266,210889,1844000,3161
Piedmont city,California,11308,0.829463266,210889,1844000,3161
Piedmont city,South Dakota,1030,0.214392804,61379,153700,1261
Piedmont city,South Dakota,1030,0.214392804,61379,153700,1261
Piedmont city,South Dakota,1030,0.214392804,61379,153700,1261
Piedmont city,South Dakota,1030,0.214392804,61379,153700,1261
Piedmont city,South Dakota,1030,0.214392804,61379,153700,1261
Piedmont city,Alabama,4651,0.131912264,34142,74700,489
Piedmont city,Alabama,4651,0.131912264,34142,74700,489
Piedmont city,Alabama,4651,0.131912264,34142,74700,489
Piedmont city,Alabama,4651,0.131912264,34142,74700,489
Piedmont city,Alabama,4651,0.131912264,34142,74700,489
Piedmont city,Missouri,2621,0.118539326,32114,73500,566
Piedmont city,Missouri,2621,0.118539326,32114,73500,566
Piedmont city,Missouri,2621,0.118539326,32114,73500,566
Piedmont city,Missouri,2621,0.118539326,32114,73500,566
Piedmont city,Missouri,2621,0.118539326,32114,73500,566
Piedmont town,West Virginia,719,0.039292731,27917,48900,438
Piedra Aguza comunidad,Puerto Rico,2697,0.160506329,19612,86600,692
Pierce city,Nebraska,1910,0.227958697,59138,99500,651
Pierce city,Nebraska,1910,0.227958697,59138,99500,651
Pierce city,Idaho,486,0.159763314,36731,85700,558
Pierce city,Idaho,486,0.159763314,36731,85700,558
Pierce City city,Missouri,1313,0.133101852,37375,82500,613
Pierce town,Colorado,1031,0.088033012,51538,170500,1146
Pierceton town,Indiana,910,0.177018634,41087,83400,786
Piermont village,New York,2543,0.688899708,117857,560300,1887
Pierpont town,South Dakota,154,0.12295082,60000,58600,717
Pierre city,South Dakota,13988,0.365321923,60077,171000,617
Pierre Part CDP,Louisiana,2319,0.061707989,46570,77600,769
Pierson city,Iowa,378,0.084745763,47625,60300,625
Pierson town,Florida,1423,0.099164927,51136,129200,599
Pierson village,Michigan,189,0.020833333,37188,61700,758
Pierz city,Minnesota,1528,0.144475921,50515,127200,714
Pigeon Falls village,Wisconsin,403,0.210365854,51071,126000,683
Pigeon Forge city,Tennessee,6197,0.162192646,38659,163200,746
Pigeon village,Michigan,1289,0.203107658,40000,80300,590
Piggott city,Arkansas,3653,0.111024238,32247,83800,720
Pike Creek CDP,Delaware,8312,0.666722074,114865,338200,1748
Pike Creek Valley CDP,Delaware,10664,0.462812124,67310,255700,1181
Pike Road town,Alabama,8884,0.540436885,105203,278000,1154
Pikes Creek CDP,Pennsylvania,445,0.139622642,60417,137500,1175
Pikesville CDP,Maryland,33387,0.637478832,85592,315600,1407
Piketon village,Ohio,2137,0.1306914,29491,94800,551
Pikeville city,Tennessee,2251,0.104487179,29453,104600,605
Pikeville city,Tennessee,2251,0.104487179,29453,104600,605
Pikeville city,Kentucky,6967,0.312687083,34718,170900,694
Pikeville city,Kentucky,6967,0.312687083,34718,170900,694
Pikeville town,North Carolina,649,0.176855895,44167,123800,782
Pilger village,Nebraska,333,0.102766798,54167,75300,725
Pillager city,Minnesota,447,0.152941176,40500,119800,776
Pillow borough,Pennsylvania,256,0.102272727,49861,95600,783
Pilot Grove city,Missouri,650,0.095948827,37574,85000,518
